month,position,artist,song,score,us,uk,de,fr,ca,au
"Jul 2000","20","BBMak","Back Here","2021.045","13","-","-","-","-","-"
"Jul 2000","21","Macy Gray","I Try","2004.929","16","-","-","100","-","-"
"Jul 2000","22","The Backstreet Boys","The One","1997.071","30","15","41","-","-","41"
"Jul 2000","23","Lonestar","Amazed","1989.938","26","21","-","-","-","19"
"Jul 2000","24","Mary Mary","Shackles (Praise You)","1977.785","60","10","31","14","-","33"
"Jul 2000","25","Jay-Z & UGK","Big Pimpin'","1964.419","18","40","-","-","-","-"
"Jul 2000","26","Jessica Simpson","I Think I'm In Love With You","1961.341","25","15","63","-","-","10"
"Jul 2000","27","Destiny's Child","Say My Name","1909.972","23","80","61","20","-","11"
"Jul 2000","28","Jagged Edge","Let's Get Married","1876.174","11","-","-","-","-","-"
"Jul 2000","29","Westlife","Swear It Again","1775.043","20","-","-","-","-","-"
"Jul 2000","30","Next","Wifey","1741.552","22","-","-","-","-","-"
"Jul 2000","31","Avant","Separated","1725.844","23","-","-","-","-","-"
"Jul 2000","32","Dr Dre & Snoop Dogg","The Next Episode","1724.194","23","-","53","-","-","-"
"Jul 2000","33","Janet Jackson","Doesn't Really Matter","1670.362","15","-","-","-","-","-"
"Jul 2000","34","Ruff Endz","No More","1665.746","12","-","-","-","-","-"
"Jul 2000","35","Rob Thomas & Santana","Smooth","1654.382","32","-","-","40","-","-"
"Jul 2000","36","Lara Fabian","I Will Love Again","1631.886","40","-","30","48","-","-"
"Jul 2000","37","Nelly","(Hot S**t) Country Grammar","1630.661","21","-","-","-","-","-"
"Jul 2000","38","Chad Brock","Yes!","1618.196","22","-","-","-","-","-"
"Jul 2000","39","Donell Jones","Where I Wanna Be","1560.635","29","-","-","-","-","-"
"Jul 2000","40","Lee Ann Womack","I Hope You Dance","1522.410","32","-","-","-","-","-"
"Jul 2000","41","Metallica","I Disappear","1508.497","78","-","19","89","-","-"
"Jul 2000","42","Carl Thomas","I Wish","1504.760","27","-","-","-","-","-"
"Jul 2000","43","Lucy Pearl","Dance Tonight","1503.970","36","36","-","-","-","-"
"Jul 2000","44","Da Brat & Tyrese","What'chu Like","1492.238","28","-","-","-","-","-"
"Jul 2000","45","Three Doors Down","Kryptonite","1491.416","22","-","-","-","-","-"
"Jul 2000","46","Bon Jovi","It's My Life","1482.841","-","17","3","14","-","5"
"Jul 2000","47","The Goo Goo Dolls","Broadway","1463.615","24","-","-","-","-","-"
"Jul 2000","48","Son By Four","Purest Of Pain (A Puro Dolor)","1462.991","30","-","-","-","-","-"
"Jul 2000","49","No Doubt","Simple Kind Of Life","1414.249","38","-","-","-","-","-"
"Jul 2000","50","Mandy Moore","I Wanna Be With You","1337.318","31","-","-","-","-","-"
"Aug 2000","1","Aaliyah","Try Again","3874.934","4","12","5","42","-","8"
"Aug 2000","2","Destiny's Child","Jumpin' Jumpin'","3581.530","3","7","-","-","-","2"
"Aug 2000","3","Matchbox Twenty","Bent","3570.711","2","-","-","-","1","47"
"Aug 2000","4","Sisqo","Incomplete","3490.818","1","98","-","-","-","-"
"Aug 2000","5","N Sync","It's Gonna Be Me","3464.686","1","-","-","-","-","16"
"Aug 2000","6","Janet Jackson","Doesn't Really Matter","3379.384","1","5","23","44","-","28"
"Aug 2000","7","Vertical Horizon","Everything You Want","2870.644","3","42","-","-","-","26"
"Aug 2000","8","Eminem","The Real Slim Shady","2853.984","16","5","7","6","-","11"
"Aug 2000","9","Joe Thomas","I Wanna Know","2824.985","5","-","-","-","-","34"
"Aug 2000","10","Toni Braxton","He Wasn't Man Enough","2639.111","10","80","52","24","-","-"
"Aug 2000","11","Nine Days","Absolutely (Story Of A Girl)","2616.473","6","-","-","-","-","-"
"Aug 2000","12","Ruff Endz","No More","2582.309","7","11","-","-","-","-"
"Aug 2000","13","Creed","Higher","2376.454","7","-","-","-","-","-"
"Aug 2000","14","Jessica Simpson","I Think I'm In Love With You","2309.881","21","44","67","-","-","13"
"Aug 2000","15","Marc Anthony","You Sang To Me","2205.567","20","-","21","-","-","-"
"Aug 2000","16","Pink","There You Go","2174.881","9","74","-","-","-","30"
"Aug 2000","17","LeAnn Rimes","I Need You","2116.968","11","-","-","-","-","-"
"Aug 2000","18","Jagged Edge","Let's Get Married","2096.391","11","-","-","-","-","-"
"Aug 2000","19","BBMak","Back Here","2089.203","13","-","-","-","-","-"
"Aug 2000","20","Nelly","(Hot S**t) Country Grammar","2077.644","11","-","-","-","-","-"
"Aug 2000","21","Sting & Cheb Mami","Desert Rose","2060.628","17","-","-","74","-","-"
"Aug 2000","22","Three Doors Down","Kryptonite","2054.800","12","-","-","-","-","-"
"Aug 2000","23","Dr Dre & Snoop Dogg","The Next Episode","1972.541","23","-","36","-","-","-"
"Aug 2000","24","Christina Aguilera","I Turn To You","1934.887","17","35","-","-","-","-"
"Aug 2000","25","Bon Jovi","It's My Life","1914.880","51","45","4","22","-","5"
"Aug 2000","26","Faith Hill","Breathe","1907.412","18","-","-","-","-","23"
"Aug 2000","27","Next","Wifey","1897.535","19","-","-","-","-","-"
"Aug 2000","28","Mandy Moore","I Wanna Be With You","1802.260","24","21","-","-","-","-"
"Aug 2000","29","Bomfunk MCs","Freestyler","1762.689","-","2","3","8","-","2"
"Aug 2000","30","Everclear","Wonderful","1748.281","23","-","-","-","-","38"
"Aug 2000","31","Lara Fabian","I Will Love Again","1728.401","32","-","42","80","-","-"
"Aug 2000","32","Da Brat & Tyrese","What'chu Like","1711.040","26","-","-","-","-","-"
"Aug 2000","33","Metallica","I Disappear","1703.557","82","35","22","45","-","-"
"Aug 2000","34","Britney Spears","Oops!... I Did It Again","1697.655","35","49","22","20","-","-"
"Aug 2000","35","Avant","Separated","1623.010","27","-","-","-","-","-"
"Aug 2000","36","Son By Four","Purest Of Pain (A Puro Dolor)","1601.689","26","-","-","-","-","-"
"Aug 2000","37","Jo Dee Messina","That's The Way","1596.334","25","-","-","-","-","-"
"Aug 2000","38","Jay-Z & UGK","Big Pimpin'","1563.909","26","-","-","-","-","-"
"Aug 2000","39","Lonestar","What About Now","1550.924","30","-","-","-","-","-"
"Aug 2000","40","Rob Thomas & Santana","Smooth","1504.200","36","-","-","79","-","-"
"Aug 2000","41","Lee Ann Womack","I Hope You Dance","1502.250","32","-","-","-","-","-"
"Aug 2000","42","Britney Spears","Lucky","1465.012","28","5","2","-","-","6"
"Aug 2000","43","Limp Bizkit","Take A Look Around (Theme From MI 2)","1453.057","-","10","4","20","-","28"
"Aug 2000","44","Red Hot Chili Peppers","Californication","1438.888","72","16","63","-","-","44"
"Aug 2000","45","Santana & The Product G","Maria Maria","1426.550","47","6","-","1","-","49"
"Aug 2000","46","Lonestar","Amazed","1416.886","42","37","-","-","-","22"
"Aug 2000","47","Alan Jackson","It Must Be Love","1409.660","38","-","-","-","-","-"
"Aug 2000","48","Rascal Flatts","Prayin' For Daylight","1405.991","38","-","-","-","-","-"
"Aug 2000","49","Madonna","Music","1396.696","18","1","-","8","-","-"
"Aug 2000","50","SoulDecision & Thrust","Faded","1395.584","27","-","-","-","-","-"
"Sep 2000","1","Madonna","Music","5161.861","1","1","2","8","1","1"
"Sep 2000","2","Janet Jackson","Doesn't Really Matter","4552.452","1","10","29","40","-","36"
"Sep 2000","3","Destiny's Child","Jumpin' Jumpin'","3691.960","3","23","31","41","-","2"
"Sep 2000","4","Britney Spears","Lucky","3252.548","23","6","1","16","-","3"
"Sep 2000","5","Sisqo","Incomplete","2962.114","2","-","-","-","-","-"
"Sep 2000","6","Matchbox Twenty","Bent","2958.045","3","-","-","-","1","-"
"Sep 2000","7","Aaliyah","Try Again","2796.913","9","38","17","35","-","10"
"Sep 2000","8","Next","Wifey","2722.015","7","19","81","-","-","-"
"Sep 2000","9","Ruff Endz","No More","2644.818","5","26","-","-","-","-"
"Sep 2000","10","N Sync","It's Gonna Be Me","2627.222","6","9","37","-","-","34"
"Sep 2000","11","Three Doors Down","Kryptonite","2615.296","5","-","-","-","-","-"
"Sep 2000","12","Joe Thomas","I Wanna Know","2607.606","5","-","-","61","-","42"
"Sep 2000","13","Nelly","(Hot S**t) Country Grammar","2407.499","7","-","-","-","-","-"
"Sep 2000","14","Nine Days","Absolutely (Story Of A Girl)","2246.999","8","-","-","-","-","41"
"Sep 2000","15","Toni Braxton","He Wasn't Man Enough","2206.514","13","-","-","35","-","-"
"Sep 2000","16","Christina Aguilera","Come On Over Baby (All I Want Is You)","2134.312","9","-","27","-","-","18"
"Sep 2000","17","LeAnn Rimes","I Need You","2113.875","12","-","-","-","-","-"
"Sep 2000","18","BBMak","Back Here","1966.954","15","-","-","-","-","-"
"Sep 2000","19","Bon Jovi","It's My Life","1947.778","33","79","20","28","-","23"
"Sep 2000","20","Pink","Most Girls","1926.587","13","5","-","-","-","7"
"Sep 2000","21","Creed","Higher","1925.010","14","-","-","-","-","-"
"Sep 2000","22","Vertical Horizon","Everything You Want","1877.709","10","66","-","-","-","24"
"Sep 2000","23","Sting & Cheb Mami","Desert Rose","1786.275","17","-","-","-","-","-"
"Sep 2000","24","Marc Anthony","You Sang To Me","1785.301","26","-","30","-","-","-"
"Sep 2000","25","Jagged Edge","Let's Get Married","1778.923","20","-","-","-","-","-"
"Sep 2000","26","Bow Wow","Bounce With Me","1775.705","20","-","-","-","-","-"
"Sep 2000","27","Dr Dre & Snoop Dogg","The Next Episode","1774.861","32","-","34","25","-","-"
"Sep 2000","28","Creed","With Arms Wide Open","1752.098","10","-","-","-","-","-"
"Sep 2000","29","Everclear","Wonderful","1746.271","11","-","-","-","-","41"
"Sep 2000","30","98 Degrees","Give Me Just One Night","1738.789","2","-","-","-","-","-"
"Sep 2000","31","SoulDecision & Thrust","Faded","1720.343","22","-","-","-","-","-"
"Sep 2000","32","Eminem","The Real Slim Shady","1639.457","83","11","12","6","-","11"
"Sep 2000","33","Jo Dee Messina","That's The Way","1593.084","25","-","-","-","-","-"
"Sep 2000","34","Mystikal","Shake Ya Ass","1588.811","15","-","-","-","-","-"
"Sep 2000","35","Faith Hill","Breathe","1567.738","24","-","-","-","-","32"
"Sep 2000","36","Son By Four","Purest Of Pain (A Puro Dolor)","1529.673","28","-","-","-","-","-"
"Sep 2000","37","Jessica Simpson","I Think I'm In Love With You","1513.458","21","95","-","-","-","21"
"Sep 2000","38","Toni Braxton","Just Be A Man About It","1504.954","32","-","-","-","-","-"
"Sep 2000","39","Lil' Zane & 112","Callin  Me","1467.075","21","-","-","-","-","-"
"Sep 2000","40","Pink","There You Go","1426.043","22","-","-","-","-","-"
"Sep 2000","41","Lonestar","What About Now","1419.650","30","-","-","-","-","-"
"Sep 2000","42","Kandi","Don't Think I'm Not","1387.513","28","-","-","-","-","-"
"Sep 2000","43","Alan Jackson","It Must Be Love","1372.340","37","-","-","-","-","-"
"Sep 2000","44","Mya","Case Of The Ex (Whatcha Gonna Do)","1351.363","24","-","-","-","-","-"
"Sep 2000","45","Erykah Badu","Bag Lady","1332.486","34","-","-","-","-","-"
"Sep 2000","46","Vertical Horizon","You're A God","1324.372","31","-","-","-","-","-"
"Sep 2000","47","SheDaisy","I Will...But","1306.466","43","-","-","-","-","-"
"Sep 2000","48","Billy Gilman","One Voice","1292.924","38","-","-","-","-","-"
"Sep 2000","49","Whitney Houston & Enrique Iglesias","Could I Have This Kiss Forever","1284.648","59","-","11","96","-","12"
"Sep 2000","50","Common","The Light","1280.053","44","-","-","-","-","-"
"Oct 2000","1","Madonna","Music","5460.513","1","13","5","8","1","1"
"Oct 2000","2","Christina Aguilera","Come On Over Baby (All I Want Is You)","3765.402","1","-","23","-","-","9"
"Oct 2000","3","Destiny's Child","Jumpin' Jumpin'","3368.264","4","67","31","41","-","13"
"Oct 2000","4","Janet Jackson","Doesn't Really Matter","3321.645","3","53","45","51","-","-"
"Oct 2000","5","98 Degrees","Give Me Just One Night","3246.218","2","-","-","-","-","21"
"Oct 2000","6","Pink","Most Girls","3136.220","5","7","-","-","-","1"
"Oct 2000","7","Three Doors Down","Kryptonite","3003.129","4","-","-","-","-","-"
"Oct 2000","8","Creed","With Arms Wide Open","2843.957","3","-","-","-","-","-"
"Oct 2000","9","Sisqo","Incomplete","2477.076","7","-","-","-","-","-"
"Oct 2000","10","Erykah Badu","Bag Lady","2365.259","6","-","-","-","-","-"
"Oct 2000","11","Nelly","(Hot S**t) Country Grammar","2355.502","8","-","-","-","-","-"
"Oct 2000","12","Everclear","Wonderful","2345.495","11","36","-","-","-","-"
"Oct 2000","13","Matchbox Twenty","Bent","2343.386","6","-","-","-","-","-"
"Oct 2000","14","Mystikal","Shake Ya Ass","2173.516","13","-","-","-","-","-"
"Oct 2000","15","Ruff Endz","No More","2110.102","12","-","-","-","-","-"
"Oct 2000","16","Mya","Case Of The Ex (Whatcha Gonna Do)","2008.451","17","-","-","-","-","-"
"Oct 2000","17","Profyle","Liar","2003.429","14","-","-","-","-","-"
"Oct 2000","18","Britney Spears","Lucky","1966.260","40","35","2","28","-","9"
"Oct 2000","19","Joe Thomas","I Wanna Know","1957.622","14","-","-","65","-","-"
"Oct 2000","20","Samantha Mumba","Gotta Tell You","1919.887","10","-","-","45","-","11"
"Oct 2000","21","Toni Braxton","He Wasn't Man Enough","1908.670","17","-","-","58","-","-"
"Oct 2000","22","R Kelly","I Wish","1857.563","32","12","10","40","-","-"
"Oct 2000","23","LeAnn Rimes","I Need You","1849.859","19","-","-","-","-","-"
"Oct 2000","24","Faith Hill","The Way You Love Me","1838.315","16","-","-","-","-","-"
"Oct 2000","25","Aaliyah","Try Again","1834.572","22","75","55","30","-","21"
"Oct 2000","26","N Sync","It's Gonna Be Me","1820.645","23","41","37","-","-","-"
"Oct 2000","27","Bow Wow","Bounce With Me","1818.133","20","-","-","-","-","-"
"Oct 2000","28","Whitney Houston & Enrique Iglesias","Could I Have This Kiss Forever","1806.367","95","7","5","83","-","49"
"Oct 2000","29","BBMak","Back Here","1801.228","16","-","-","-","-","47"
"Oct 2000","30","N Sync","This I Promise You","1798.546","11","-","-","-","-","42"
"Oct 2000","31","Baha Men","Who Let The Dogs Out?","1777.275","40","2","-","-","-","-"
"Oct 2000","32","Bon Jovi","It's My Life","1765.648","33","-","53","42","-","-"
"Oct 2000","33","Nine Days","Absolutely (Story Of A Girl)","1722.801","18","-","-","-","-","31"
"Oct 2000","34","Kandi","Don't Think I'm Not","1721.322","24","-","-","-","-","-"
"Oct 2000","35","U2","Beautiful Day","1672.496","68","1","7","17","-","1"
"Oct 2000","36","Vertical Horizon","You're A God","1650.939","26","-","-","-","-","-"
"Oct 2000","37","SoulDecision & Thrust","Faded","1646.811","27","-","-","-","-","-"
"Oct 2000","38","Destiny's Child","Independent Woman","1597.035","15","-","-","44","-","-"
"Oct 2000","39","Eminem","The Way I Am","1593.522","58","8","23","-","-","34"
"Oct 2000","40","Ja Rule & Christina Milian","Between Me & You","1591.397","22","-","-","-","-","-"
"Oct 2000","41","Creed","Higher","1576.583","26","-","-","-","-","-"
"Oct 2000","42","Ricky Martin","She Bangs","1484.887","21","3","-","-","-","3"
"Oct 2000","43","Sting & Cheb Mami","Desert Rose","1470.781","30","-","-","-","-","-"
"Oct 2000","44","Debelah Morgan","Dance With Me","1455.574","31","-","-","-","-","-"
"Oct 2000","45","Barenaked Ladies","Pinch Me","1445.038","29","-","-","-","-","-"
"Oct 2000","46","Jo Dee Messina","That's The Way","1406.629","32","-","-","-","-","-"
"Oct 2000","47","Vertical Horizon","Everything You Want","1386.007","36","-","-","-","-","46"
"Oct 2000","48","Papa Roach","Last Resort","1384.974","60","-","12","-","-","-"
"Oct 2000","49","John Michael Montgomery","The Little Girl","1368.711","35","-","-","-","-","-"
"Oct 2000","50","Travis Tritt","Best Of Intentions","1356.853","33","-","-","-","-","-"
"Nov 2000","1","Madonna","Music","4260.769","2","28","11","11","1","16"
"Nov 2000","2","Christina Aguilera","Come On Over Baby (All I Want Is You)","3739.901","1","8","34","58","-","9"
"Nov 2000","3","Destiny's Child","Independent Woman","3547.569","1","1","23","32","-","18"
"Nov 2000","4","Creed","With Arms Wide Open","3420.549","1","-","-","-","-","-"
"Nov 2000","5","The Backstreet Boys","Shape Of My Heart","3351.040","10","4","2","-","1","5"
"Nov 2000","6","Ricky Martin","She Bangs","3228.468","13","3","34","38","-","3"
"Nov 2000","7","Three Doors Down","Kryptonite","3200.613","3","-","85","-","-","-"
"Nov 2000","8","Pink","Most Girls","3088.697","4","25","-","-","-","2"
"Nov 2000","9","Samantha Mumba","Gotta Tell You","2893.919","5","-","-","21","-","3"
"Nov 2000","10","N Sync","This I Promise You","2675.765","6","21","-","-","-","45"
"Nov 2000","11","R Kelly","I Wish","2607.260","18","21","11","40","-","-"
"Nov 2000","12","Mya","Case Of The Ex (Whatcha Gonna Do)","2427.118","7","-","-","-","-","-"
"Nov 2000","13","Destiny's Child","Jumpin' Jumpin'","2304.393","6","90","68","-","-","-"
"Nov 2000","14","U2","Beautiful Day","2284.370","44","14","7","35","-","4"
"Nov 2000","15","Faith Hill","The Way You Love Me","2247.652","9","-","-","-","-","-"
"Nov 2000","16","Nelly","(Hot S**t) Country Grammar","2220.848","12","7","-","-","-","-"
"Nov 2000","17","Ja Rule & Christina Milian","Between Me & You","2102.216","11","-","-","-","-","-"
"Nov 2000","18","Kandi","Don't Think I'm Not","2064.870","27","9","95","-","-","-"
"Nov 2000","19","Mystikal","Shake Ya Ass","2043.641","13","-","-","-","-","-"
"Nov 2000","20","Erykah Badu","Bag Lady","2001.682","8","-","-","-","-","-"
"Nov 2000","21","Baha Men","Who Let The Dogs Out?","1986.718","41","2","44","-","-","1"
"Nov 2000","22","Sisqo","Incomplete","1949.537","9","-","-","-","-","-"
"Nov 2000","23","Debelah Morgan","Dance With Me","1882.999","14","-","-","-","-","-"
"Nov 2000","24","Ruff Endz","No More","1849.988","18","-","-","-","-","-"
"Nov 2000","25","Barenaked Ladies","Pinch Me","1817.741","15","-","-","-","-","-"
"Nov 2000","26","Matchbox Twenty","Bent","1770.367","19","-","-","-","-","-"
"Nov 2000","27","98 Degrees","Give Me Just One Night","1747.260","7","61","-","-","-","29"
